,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
42,gp:AOqpTOEtMPs0OQkZjSJReipcZHtcCxHmMc1EN2ISrNqhwN3WPOJs1Q-yItQMPISb4fecVVHIIrAV_f_YHT3NZhY,Dr Yasir,https://play-lh.googleusercontent.com/a/AATXAJykjBWaR67eEBXEPu4wpJezj2olB8vEB-Du8xKl=mo,"This is the first time i am using this app and its turning out to be a terrible experience already , placed an order 1.5 hours ago , havent recieved it yet , the customer service is clueless and been stating that order is on its way , they dont even bother to call and check with the restaurant . Thats going to be my first and last time Highly non recommended",1,54,3.11.4,2021-06-24 18:07:03,"Hi Yasir, please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at info@cheetay.pk and we promise to get this resolved quickly.",2021-06-28 17:47:56
43,gp:AOqpTOFJWniDPGdDwn1QQnt68Yr1a1MBTyAa4uBrELvjC4DMztInWZ-2xNLZ5uo4-QTILzCXfV6o6_awvUke9sM,Syed Faraz Gillani,https://play-lh.googleusercontent.com/a/AATXAJwwpt3VvJ9SBDR_TWx73BnL83H-WkgkYWJjv-T-=mo,My experience about Cheetay has emerged as a carelesnes towards their timely reach to their terms of delivery along with ambigous in one of the item in vegetables and fruits. Decided to decline their services in future.,1,0,3.12.3,2021-08-02 19:40:45,Hey Faraz. We apologize for the disappointment. Please share the order details with us at info@cheetay.pk. We will get in touch with you and do the needful. Thanks.,2021-08-03 07:53:32
44,gp:AOqpTOHlpriaHvbotwSpNhRJCc431itE6mkFcpUXlKrpxkJgb-nI6RDyPJIw0SgGy-hcD0bjaMlO1wfgShjUhww,Bakhtawar Chaudhary,https://play-lh.googleusercontent.com/a-/AOh14GgpkcH86iyUW5Yf8egko6zsShIWrmMtXL2pPqN6VcY,"I don't get the discount as it was mentioned on restaurant menu ... i ordered about 5K with 40% amount but payment was deducted fully 10K and only give me 4% discount , so unfair and unethically...i m not satisfied with menu prices ,,, i claim to get my remaining amount but Cheety team was so Dumb and unexperienced; they are unable to solve my problem and take immediate action.. i contacted with cheety team but still they didn't respond to my mails and calls .i never recommend to anyone 👎",1,56,3.11.3,2021-06-25 13:16:23,"Hi Bakhtawar, we apologize for the disappointment. Please share the order details with us at info@cheetay.pk. We will get your issue checked as soon as possible.",2021-06-25 08:22:57
45,gp:AOqpTOHVqcJMqsLXETeMepqlTp3TqQm3H4vleuTuoRHHbj0CCojvvCqI_OvEu7r7g29Nz1pNQiJnPjelwqYElgg,ninja gamer X,https://play-lh.googleusercontent.com/a-/AOh14GjRbl4wKN6xWwQ8FilyUMKJQ5E-67CwN_uF_nUocg,"I ordered food and I got incomplete order. I registered a complaint and was told of compensation within 24 hours. It has been more than 2 weeks since that complaint I have received the compensation. The worst is the feedback I get from their service representatives. All they have to tell me is "" sir your complaint is under process."" Such a nonprofessional service. I ordered again and worst service. The rider picked the food very late and didn't deliver. What my order history shows ""delivered""",2,96,3.10.15,2021-06-04 23:24:48,"Hi User, please accept our sincere apologies as this is something we don't want our customers to go through. Can you please update the order details at info@cheetay.pk so that we can have a look into this right away?",2021-06-05 06:25:14
46,gp:AOqpTOFFx0WomVJ1L5O3nSxFeGkkfeXofEYPjRfkfjxaCus-Hy-BTOLIbZSPU7Hi4-j0rP5H8Ux6JQFtMiG7IX0,Mahi Khan,https://play-lh.googleusercontent.com/a-/AOh14GihkPEbK7WTbL8JurFCbHkb0hP7c_QYAixu_oDEWg,Ur new update app is not working.. When i click to open it stops on black screen since last update.. Please fix the bloody issue 😡😡😡😡,1,0,3.12.3,2021-08-03 09:32:06,Hi Mahi. Sorry about the inconvenience. Kindly send the error screenshot to info@cheetay.pk along with the contact details so that we check this.,2021-08-05 09:45:44
47,gp:AOqpTOG2QOPv9YG0SlWqYKlklPr0TVcSt3BqI-0X_XlVCoAyGoI51jCIxDFrmCiAIYlpDqr-Ty1KwACidY-eXfc,Itz_wiki 07,https://play-lh.googleusercontent.com/a-/AOh14GisKoccfRcO5XuxWD-LSHhtdDa1TVVi686eVqKSWQ,"I think that this,app is better than food panda because there is no location problem and the food we search are easily available",5,0,3.12.2,2021-07-22 18:37:23,"Hey User, thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.",2021-07-23 19:02:28
48,gp:AOqpTOEJwCGX3ilcEymfqqpYNK8QU4gRpgt_SvPLSbxsttCU8wn0mk-RrCCvykUuziOR0EawSYv5AdVXknBOu9c,Hamza Sheraz,https://play-lh.googleusercontent.com/a-/AOh14GgI7c3u98P9HD9V0S7CCnXtFmnodhnsgZDCmHbNNA,So far i find it good till now as compared to other online shopping apps..,5,1,3.12.0,2021-07-19 07:52:20,"Hey Hamza, thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!",2021-07-20 10:53:21
49,gp:AOqpTOFS067P_1laNpmznzMmrHqVhSTjIS6qQJNldM55NrkhPpo42p2o5XOxO6upPxywhs_pEjUgF0t5LoGoTag,syrach,https://play-lh.googleusercontent.com/a/AATXAJyJeevK9fvF44LRUra0VlYnp0eMRyHHgkpqc_IQ=mo,1)Issue i face is the box where u write address it has limited space to write and sometimes ur address is longer. 2)Also address section many times doesn't recognize your area and give u limited options and ur area may not be present in those options.,5,18,3.11.7,2021-07-22 10:12:52,"Hey Syra, you can add your complete delivery address including House no, Street no, Area/Block etc. and once you have added it, you can select the pin location manually. However, if the area is not available in the address section then we do not deliver in that particular area.",2021-07-23 18:51:40
50,gp:AOqpTOHvbiCA0JyuQmYa4CJlsQbttKYHi00b4Iuhl70X2q2u1v7GMZt0fmmarucI7NO6Lz8QJtQogPN19D2OEUU,Muhammad Qasim,https://play-lh.googleusercontent.com/a-/AOh14GjNXPIoVgslZ_GSmrEhRFOa2inbt8TBVYtRJqzU0g,App is very slow and your design is a bit confusing overall nice,4,0,3.12.4,2021-08-07 09:19:34,"Hey Qasim. Thanks for writing a review. Sometimes, the app may be slow but such instances are rare. If it happens too often, please let us know at info@cheetay.pk. We'll have things investigated.",2021-08-09 09:23:43
51,gp:AOqpTOGLdOKSiUiC_232ZfZ48uDuJEWBQF7miHflxZd_-W0e0Lc406DyMug_DAoRUJW9k6IwEWLJeNCL8xFqNkA,Dr. Faizan,https://play-lh.googleusercontent.com/a-/AOh14GgMhBbNvMWWsTLb0sSTmGfJxd0PvakNwvlkaOF6,Very interesting and easy UI/UX.,5,0,3.12.4,2021-08-06 15:39:18,,
52,gp:AOqpTOEs6rK0CnR2_lvmKZ9Uvl2zlfmbTSa08nDYY3_R5fgUWawcet20XCh1bxIulDWBmE2vv5UXd1Z_iClMwjk,mehwish shehzadi,https://play-lh.googleusercontent.com/a/AATXAJylQNt3cZx91gcMkxmGDLWqseFU3FBr6wWgPYst=mo,Search is missing and order edit/delete UI is pathetic. Service is amazing though,4,2,3.12.0,2021-07-18 16:28:59,"Hey Mehwish, you can search for your favorite restaurants from the Search Bar on the top corner in the food category of our app.",2021-07-20 06:43:32
53,gp:AOqpTOGJg4_VIxeVpz9_XHunI2BuK-olRfTHqKe4oOc8QU5Kt5-VoFaC42__GY3_1kHw-LeMIj4wn1jiK9qtOUk,Muhammad Ayaz,https://play-lh.googleusercontent.com/a/AATXAJwA0xHtuFwWexETNRuTeekEyhaPCpZwmqP9UphM=mo,This app is literally like what? First if all the order arrived late and then the order was wrong like this is the best service ? I've ordered a 6 inch board way flat bread and they gave me a small star pizza. If there would a complaining app I'll defiantly complain this its a waste of money.😶 so disappointed. Wish refund but now I've eaten......,1,29,3.10.15,2021-06-03 17:51:27,"Hi Ayaz, we sincerely apologize for the unpleasant experience you had. We are always working hard to improve our services so that our customers would get the best-possible experience. Please give us another chance and we won't disappoint you again.",2021-06-04 05:27:51
54,gp:AOqpTOFtIB-QTqYgp86tixbyNmbXV8yKx82WXH6Nyr2j41eE-_saz6cIxr_NnbhjVe87KZHJvNb9Y3c22kMqLhQ,Awais Munir,https://play-lh.googleusercontent.com/a-/AOh14GjcAVr6_uIR6Lfs68TQgyYoJc33vwMiPQxsiIVHUQ,"Ordered from this pathetic app via credit card, unfortunately my order got cancelled. I don't know what was the reason. So decided to chat with helpline & i didn't get any good response. Chat person said we can't refund amount because you personally cancelled order (But this was never happened) Chat person ended helpline chat by saying that we can't refund money. So why i prefer foodpanda over this app because amount is not an issue for brands they only care for brand name and customer care.",1,45,3.10.13,2021-05-28 06:45:21,"Hi Awais, we sincerely apologize for the disappointment. Please share the order details with us at info@cheetay.pk. We will get in touch with you and do the needful.",2021-05-28 11:04:24
55,gp:AOqpTOHR61M1v2w0uNfjPG7jOKkqcF5NthkMfUT2Zjg5Db2--c2XEfM_eInG2WG3MYjETE8R2rBp9g13-nIKjJk,Asif Saleem,https://play-lh.googleusercontent.com/a/AATXAJwsHDWRGq7sernsMVuDcSP9tPQ6AwUOliqY8rf2=mo,"Pathetic user experience, both on my email and contact were taken and when i try to login in it gives password error. Even after resetting password every time i get the same error. And they take hours to send the reset code.",1,12,3.11.4,2021-06-21 07:27:41,"Hi Asif, we regret the inconvenience caused. To help us understand the problem in detail, please share your registered email address / mobile number and the screenshot of the error at info@cheetay.pk.",2021-06-27 21:23:58
56,gp:AOqpTOFslOm94NtiamP9BH7suY3Wr6VpOGkVcGamHy67Z0TeNKWo_1f91SBc44icvDxf46yvlumtn442pZ2Zc-c,sehar javed,https://play-lh.googleusercontent.com/a/AATXAJwpMffAFmdassviM4eORVowiYJBR70FfWhxwWJb=mo,Such a bad app Very less restaurants Very less deals They take double the time than they show,1,0,3.12.2,2021-07-28 18:36:41,"Hey Sehar, sorry for the trouble caused. We assure you that we're working round the clock to overcome such issues which hinder us in performing timely deliveries. However, orders are subject to delay due to certain constraints such as extreme weather conditions, road blockage etc. We hope that you'll have a better experience with us in the future.
",2021-07-29 06:20:32
57,gp:AOqpTOG9TX043iUk16nCMShc6X5w24hKctAGxuaR-UVOAwMleuMSeaHe9scRBlTyMbOQFlm9Y-ruMP3OJ2nqM9w,Nefertari Qata,https://play-lh.googleusercontent.com/a/AATXAJy53sZ-Je0pJrlvPVyi2IQhUGEgbSz0ecZsripy=mo,"I contacted the helpline and they were even utter any word but the call was still in. Then I started the chat noone replied. Ended it. Then started it again, I gave them all proofs of the technical problem in the app by sending them photos of what has happened, again no reply and been an hour noone is replying at all. So here I am giving only one star cause how the hell do you even expect to get to you guys and tell you the problem when y'all aren't even replying ta anything at all.",1,26,3.10.15,2021-06-09 10:38:27,"Hi User, we sincerely regret the inconvenience you have faced. Please elaborate your issue in detail and share the complete information (screenshots & the exact date and time of chat / call) with us at info@cheetay.pk. We will get your issue investigated as soon as possible.",2021-06-10 04:49:22
58,gp:AOqpTOGJcRy6fNalrjtoNT8k5AshSAKrqXAg9Ov0IU7-4o1yoQXk9rd8HyDqiejaU5a8t3g0y7-bCxZ75_W3JuY,069 Asad Ullah,https://play-lh.googleusercontent.com/a/AATXAJz_qXwinikD7APehyIsQpzZCpPNMRLbZqk24KN1-Q=mo,"This app is superb. This app is easy to use. I always receive my order on time and packaging is also good. Moreover, we can order at any time and get instant delivery.",5,9,3.10.14,2021-06-02 18:08:27,"Hi Asad, thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!",2021-06-02 19:48:15
59,gp:AOqpTOGAawQzOPp0tXm596o3_35vQfZI0s9UCYrywdd1KWbivDgiYoigsAbbDN1VK_fpqpHG7fKQP7iwsRC0yyY,Hira Ilyas,https://play-lh.googleusercontent.com/a/AATXAJw83M10gyJZnDN4hsnIsEHmrypS_rHBwIy7K2Q2=mo,Worst app downloaded it recently and ordered 3 times(on different days) every time after waiting for way too long received a call with sorry because they can not deliver my food uninstalling it and will suggest others to do the same if you don't want to waste your time and energy..,1,36,3.10.13,2021-05-28 10:09:06,"Hi Hira, please accept our sincere apologies. Can you please update the order details at info@cheetay.pk so that we can have a look into this right away?",2021-05-28 11:06:10
60,gp:AOqpTOE1S3Ycekm9UvcGEvEBBPIvEWDjikhWZMTs3t8jWSrplW_2fFTJ-5v6RxfHn7qJkppfBb_3sboZcpCJT4w,Awais Mughal,https://play-lh.googleusercontent.com/a-/AOh14Ghfiib9gKwR2ogA8PBRWMFTxDxKrx_Kqs0rCCybZA,"I’m very happy with Cheetay. This was the first time I placed an order from them. Delivery was before time, piping hot, and delicious to boot. I opted for contactless delivery, and the rider did a perfect job at that. Even offered me sanitizer, which I refused since I washed my hands once I was back inside.",1,48,3.11.7,2021-06-29 19:21:48,"Hey Awais, we are sad to see your ratings for our app. Could you please elaborate your issue and share your order ID at info@cheetay.pk so that we can check the issue.",2021-07-02 07:09:32
61,gp:AOqpTOFUhN0zvvoXOz-KOtRw87phvd3XLaWhymdiRfDJd8fwqrY-FycFNj_ar-3qf8E6aE_BLawocwg1hEoFm-E,t shirt designer blaze go,https://play-lh.googleusercontent.com/a-/AOh14GjklgY6Grqk3RADRV7N04KT7uu9krCeOEjPmSxnw14,Yeah i found it very helpful. But when i had to change something its impossible.. Please make it easy too... Othewise ur riders are well behaved.. nothing found missing.. We get what we order.. But please make it easy for ppl who wants to change something,5,23,3.10.13,2021-05-23 18:53:06,"Hi User, with every new app version we are introducing new features and improving existing ones. We are sure that your feedback will only help us improve further.",2021-05-24 06:52:11
62,gp:AOqpTOGHtdt0I0P2c2aXx-QjGI-rc9W0eK-zoufGDWagXwW2rAnTWHc4A_O-ICJOeZhHaW8iJMBhKsrC0mnjSK0,Jawad Shahid,https://play-lh.googleusercontent.com/a/AATXAJz94Lqz5m5Y6NFYvVHlA7tNh-oXResR_ofyYWOF=mo,The only reason i dont order from this app is because you cant add a card. I have installed every update available but still cant add my card anywhere. Whenever i open that add card option the screen goes blank. So many updates and still cant fix that,1,14,3.11.4,2021-06-18 17:14:55,"Hi Jawad, we'll look into this issue for you. Please send us your complete details (registered email address, device name and version and screenshot of the error) at info@cheetay.pk so that we can follow up.",2021-06-25 06:55:28
63,gp:AOqpTOH9LqeJJWDP994zW9EiFWsM9hLeOaZV3yIOL_Qb_yZCFatWNBRUszcDb5rLK9osCFwDxlH9An4lqLj3www,Chfaraz Jutt,https://play-lh.googleusercontent.com/a/AATXAJz7DYSR47x1XOahBD5BAmJrYBwcj61XBCfVbfXK=mo,Excellent app 👍 profoming very good job and very easy to use. Fast delivery like real cheetah..very much satisfied ...specially for females this app is fantastic ...rider are very cooperative and nice ..those women's which don't go outside for groceries I suggest download this app...thumbsup,5,27,3.10.15,2021-06-03 13:24:39,"Hi Faraz, thank you for your kind words. If you experience any dissatisfaction, do let us know at info@cheetay.pk",2021-06-04 04:49:54
64,gp:AOqpTOEL3-vcr6V97QH_WiYIIJF0GG4yNy6LXGDebHhVNs3Y8q7lUymYJ33LgXdj4T2L6_exCLlOLvUkNyXsOec,urwa niaz,https://play-lh.googleusercontent.com/a-/AOh14GiKyUr5dBIzjOTD8oJOiKwnFkLN092BAkANBwz-,I think all the service and quality of food depends on resturant from which we are ordering...so we should be choosy for that just know the ratings n then name n etc before you order something...but overall i'm satisfied with this app it is way better than foodpanda....,4,44,3.11.9,2021-07-05 13:28:02,"Hey Urwa, thank you for your review. We are always looking to improve your experience further :) Keep ordering!!!",2021-07-12 05:22:02
65,gp:AOqpTOFOKMSYi1rCNX3yiQF7-rQLU4aTKDeZk4eeAWaI8b5PCZqmplowRVBoiZl6IA4-nHvMQw7WcGB9embsG_o,Manha Khan,https://play-lh.googleusercontent.com/a/AATXAJxJpLFB_sqXAGci6TepD5-acnIArgblRFVFnDne=mo,Excellent service. Easy to use app and food delivery is on time even before time. I only use cheetay app for food delivery. I left all others famous food delivery apps. Thumbs up cheetay.,5,2,3.11.4,2021-07-05 07:29:22,"Hey Manha, thank you for taking out time and reviewing us. Our loyal customers like you encourage us to never stop striving to become better.",2021-07-12 04:55:10
66,gp:AOqpTOHVGswfU-pyZ6vzs0LEyd25LWsAnqSHF6Ulv6zBoJdU6o2AQ6Dh6pi2rRgK8QiOoVwUKtPlcGLMZKLwyRA,sumbal fatima,https://play-lh.googleusercontent.com/a/AATXAJzBHwN62WBLcKeV3LxprWD_6EmmPxpYftQfbb3I=mo,Happy with the quick service and products.,5,0,3.12.3,2021-08-06 09:15:13,Hey Sumbal. Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!,2021-08-06 11:38:18
67,gp:AOqpTOGrmSvTmamxHjEJnIhGpjQuO4xWxPXKizV2vpu6btM-zlNAuxc8xqkvbszHKHJDegi8z1rNMXT24H6sPiM,Nama,https://play-lh.googleusercontent.com/a-/AOh14Gh-kn2pWhqDds7YQ1hEbUpTd-5jVLmWMuTYXzVP5A,"Stupidest app ever! These were the worst 20 minutes of my life. I downloaded this app 20 min ago when i wanted to order food, and by the time i deleted this app i had forgotten everything about my hunger cuz i was so ANGRY cuz they practically took 20 minutes to verify my OTP help me sign up.",1,8,3.10.14,2021-05-29 11:54:37,"Hi Nama, we sincerely apologize for the unpleasant experience you had. Please note that sometimes OTP is delayed due to network connection error. However, if you still haven't received your OTP then send us your mobile number at info@cheetay.pk.",2021-05-31 11:07:14
68,gp:AOqpTOE8gN5SidV44xGcDrl-dvx0SC66OLEiuF_klP050lY-qZGi42fMxcSyFNADpgx8Qk58RmR5BMm7YX8Y1cI,Farhan Farhat,https://play-lh.googleusercontent.com/a-/AOh14GjVGcHSJl0XHK7-9OYUgKDcDw4WoqaNocw4NwW2_Q,"I used this app for last 1 year , but now this app has become useless whenever you place an order most of the time order is cancelled without any reason and they inform you after 1 hour",1,4,3.10.13,2021-05-23 13:27:23,"Hi Farhan, please accept our sincere apologies. Can you please update the order details at info@cheetay.pk so that we can have a look into this right away?",2021-05-24 06:20:39
